VariableName,Value,ValueLabel
Core Based Statistical Area (CBSA) (HD2018),27860,"Jonesboro, AR"
Core Based Statistical Area (CBSA) (HD2018),28020,"Kalamazoo-Portage, MI"
Core Based Statistical Area (CBSA) (HD2018),28940,"Knoxville, TN"
Core Based Statistical Area (CBSA) (HD2018),29180,"Lafayette, LA"
Core Based Statistical Area (CBSA) (HD2018),29200,"Lafayette-West Lafayette, IN"
Core Based Statistical Area (CBSA) (HD2018),29620,"Lansing-East Lansing, MI"
Core Based Statistical Area (CBSA) (HD2018),29660,"Laramie, WY"
Core Based Statistical Area (CBSA) (HD2018),29820,"Las Vegas-Henderson-Paradise, NV"
Core Based Statistical Area (CBSA) (HD2018),29940,"Lawrence, KS"
Core Based Statistical Area (CBSA) (HD2018),30460,"Lexington-Fayette, KY"
Core Based Statistical Area (CBSA) (HD2018),30700,"Lincoln, NE"
Core Based Statistical Area (CBSA) (HD2018),30780,"Little Rock-North Little Rock-Conway, AR"
Core Based Statistical Area (CBSA) (HD2018),30860,"Logan, UT-ID"
Core Based Statistical Area (CBSA) (HD2018),31080,"Los Angeles-Long Beach-Anaheim, CA"
Core Based Statistical Area (CBSA) (HD2018),31180,"Lubbock, TX"
Core Based Statistical Area (CBSA) (HD2018),31540,"Madison, WI"
Core Based Statistical Area (CBSA) (HD2018),31740,"Manhattan, KS"
Core Based Statistical Area (CBSA) (HD2018),32820,"Memphis, TN-MS-AR"
Core Based Statistical Area (CBSA) (HD2018),33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
Core Based Statistical Area (CBSA) (HD2018),33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
Core Based Statistical Area (CBSA) (HD2018),33660,"Mobile, AL"
Core Based Statistical Area (CBSA) (HD2018),33740,"Monroe, LA"
Core Based Statistical Area (CBSA) (HD2018),34060,"Morgantown, WV"
Core Based Statistical Area (CBSA) (HD2018),34380,"Mount Pleasant, MI"
Core Based Statistical Area (CBSA) (HD2018),34620,"Muncie, IN"
Core Based Statistical Area (CBSA) (HD2018),34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
Core Based Statistical Area (CBSA) (HD2018),34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
Core Based Statistical Area (CBSA) (HD2018),35380,"New Orleans-Metairie, LA"
Core Based Statistical Area (CBSA) (HD2018),35620,"New York-Newark-Jersey City, NY-NJ-PA"
Core Based Statistical Area (CBSA) (HD2018),36420,"Oklahoma City, OK"
Core Based Statistical Area (CBSA) (HD2018),36740,"Orlando-Kissimmee-Sanford, FL"
Core Based Statistical Area (CBSA) (HD2018),37060,"Oxford, MS"
Core Based Statistical Area (CBSA) (HD2018),37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
Core Based Statistical Area (CBSA) (HD2018),38060,"Phoenix-Mesa-Scottsdale, AZ"
Core Based Statistical Area (CBSA) (HD2018),39420,"Pullman, WA"
Core Based Statistical Area (CBSA) (HD2018),39900,"Reno, NV"
Core Based Statistical Area (CBSA) (HD2018),40820,"Ruston, LA"
Core Based Statistical Area (CBSA) (HD2018),41620,"Salt Lake City, UT"
Core Based Statistical Area (CBSA) (HD2018),41700,"San Antonio-New Braunfels, TX"
Core Based Statistical Area (CBSA) (HD2018),41740,"San Diego-Carlsbad, CA"
Core Based Statistical Area (CBSA) (HD2018),41860,"San Francisco-Oakland-Hayward, CA"
Core Based Statistical Area (CBSA) (HD2018),41940,"San Jose-Sunnyvale-Santa Clara, CA"
Core Based Statistical Area (CBSA) (HD2018),42660,"Seattle-Tacoma-Bellevue, WA"
Core Based Statistical Area (CBSA) (HD2018),43780,"South Bend-Mishawaka, IN-MI"
Core Based Statistical Area (CBSA) (HD2018),44260,"Starkville, MS"
Core Based Statistical Area (CBSA) (HD2018),44340,"Statesboro, GA"
Core Based Statistical Area (CBSA) (HD2018),44660,"Stillwater, OK"
Core Based Statistical Area (CBSA) (HD2018),45300,"Tampa-St. Petersburg-Clearwater, FL"
Core Based Statistical Area (CBSA) (HD2018),45780,"Toledo, OH"
Core Based Statistical Area (CBSA) (HD2018),45980,"Troy, AL"
Core Based Statistical Area (CBSA) (HD2018),46060,"Tucson, AZ"
Core Based Statistical Area (CBSA) (HD2018),46140,"Tulsa, OK"
Core Based Statistical Area (CBSA) (HD2018),46220,"Tuscaloosa, AL"
Core Based Statistical Area (CBSA) (HD2018),47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
Core Based Statistical Area (CBSA) (HD2018),47380,"Waco, TX"
Core Based Statistical Area (CBSA) (HD2018),47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
Core Based Statistical Area (CBSA) (HD2018),48620,"Wichita, KS"
CBSA Type Metropolitan or Micropolitan (HD2018),1,Metropolitan Statistical Area 
CBSA Type Metropolitan or Micropolitan (HD2018),2,Micropolitan Statistical Area
Combined Statistical Area (CSA) (HD2018),106,"Albuquerque-Santa Fe-Las Vegas, NM"
Combined Statistical Area (CSA) (HD2018),122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Combined Statistical Area (CSA) (HD2018),142,"Birmingham-Hoover-Talladega, AL"
Combined Statistical Area (CSA) (HD2018),144,"Bloomington-Bedford, IN"
Combined Statistical Area (CSA) (HD2018),147,"Boise City-Mountain Home-Ontario, ID-OR"
Combined Statistical Area (CSA) (HD2018),150,"Bowling Green-Glasgow, KY"
Combined Statistical Area (CSA) (HD2018),160,"Buffalo-Cheektowaga, NY"
Combined Statistical Area (CSA) (HD2018),168,"Cedar Rapids-Iowa City, IA"
Combined Statistical Area (CSA) (HD2018),170,"Charleston-Huntington-Ashland, WV-OH-KY"
Combined Statistical Area (CSA) (HD2018),172,"Charlotte-Concord, NC-SC"
Combined Statistical Area (CSA) (HD2018),176,"Chicago-Naperville, IL-IN-WI"
Combined Statistical Area (CSA) (HD2018),178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
Combined Statistical Area (CSA) (HD2018),184,"Cleveland-Akron-Canton, OH"
Combined Statistical Area (CSA) (HD2018),190,"Columbia-Moberly-Mexico, MO"
Combined Statistical Area (CSA) (HD2018),192,"Columbia-Orangeburg-Newberry, SC"
Combined Statistical Area (CSA) (HD2018),194,"Columbus-Auburn-Opelika, GA-AL"
Combined Statistical Area (CSA) (HD2018),198,"Columbus-Marion-Zanesville, OH"
Combined Statistical Area (CSA) (HD2018),206,"Dallas-Fort Worth, TX-OK"
Combined Statistical Area (CSA) (HD2018),216,"Denver-Aurora, CO"
Combined Statistical Area (CSA) (HD2018),218,"Des Moines-Ames-West Des Moines, IA"
Combined Statistical Area (CSA) (HD2018),220,"Detroit-Warren-Ann Arbor, MI"
Combined Statistical Area (CSA) (HD2018),238,"El Paso-Las Cruces, TX-NM"
Combined Statistical Area (CSA) (HD2018),260,"Fresno-Madera, CA"
Combined Statistical Area (CSA) (HD2018),264,"Gainesville-Lake City, FL"
Combined Statistical Area (CSA) (HD2018),274,"Greenville-Washington, NC"
Combined Statistical Area (CSA) (HD2018),288,"Houston-The Woodlands, TX"
Combined Statistical Area (CSA) (HD2018),294,"Indianapolis-Carmel-Muncie, IN"
Combined Statistical Area (CSA) (HD2018),308,"Jonesboro-Paragould, AR"
Combined Statistical Area (CSA) (HD2018),310,"Kalamazoo-Battle Creek-Portage, MI"
Combined Statistical Area (CSA) (HD2018),312,"Kansas City-Overland Park-Kansas City, MO-KS"
Combined Statistical Area (CSA) (HD2018),314,"Knoxville-Morristown-Sevierville, TN"
Combined Statistical Area (CSA) (HD2018),318,"Lafayette-Opelousas-Morgan City, LA"
Combined Statistical Area (CSA) (HD2018),320,"Lafayette-West Lafayette-Frankfort, IN"
Combined Statistical Area (CSA) (HD2018),330,"Lansing-East Lansing-Owosso, MI"
Combined Statistical Area (CSA) (HD2018),332,"Las Vegas-Henderson, NV-AZ"
Combined Statistical Area (CSA) (HD2018),336,"Lexington-Fayette--Richmond--Frankfort, KY"
Combined Statistical Area (CSA) (HD2018),339,"Lincoln-Beatrice, NE"
Combined Statistical Area (CSA) (HD2018),340,"Little Rock-North Little Rock, AR"
Combined Statistical Area (CSA) (HD2018),348,"Los Angeles-Long Beach, CA"
Combined Statistical Area (CSA) (HD2018),352,"Lubbock-Levelland, TX"
Combined Statistical Area (CSA) (HD2018),357,"Madison-Janesville-Beloit, WI"
Combined Statistical Area (CSA) (HD2018),358,"Manhattan-Junction City, KS"
Combined Statistical Area (CSA) (HD2018),368,"Memphis-Forrest City, TN-MS-AR"
Combined Statistical Area (CSA) (HD2018),370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
Combined Statistical Area (CSA) (HD2018),378,"Minneapolis-St. Paul, MN-WI"
Combined Statistical Area (CSA) (HD2018),380,"Mobile-Daphne-Fairhope, AL"
Combined Statistical Area (CSA) (HD2018),384,"Monroe-Ruston-Bastrop, LA"
Combined Statistical Area (CSA) (HD2018),390,"Morgantown-Fairmont, WV"
Combined Statistical Area (CSA) (HD2018),394,"Mount Pleasant-Alma, MI"
Combined Statistical Area (CSA) (HD2018),396,"Myrtle Beach-Conway, SC-NC"
Combined Statistical Area (CSA) (HD2018),400,"Nashville-Davidson--Murfreesboro, TN"
Combined Statistical Area (CSA) (HD2018),406,"New Orleans-Metairie-Hammond, LA-MS"
Combined Statistical Area (CSA) (HD2018),408,"New York-Newark, NY-NJ-CT-PA"
Combined Statistical Area (CSA) (HD2018),416,"Oklahoma City-Shawnee, OK"
Combined Statistical Area (CSA) (HD2018),422,"Orlando-Deltona-Daytona Beach, FL"
Combined Statistical Area (CSA) (HD2018),428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Combined Statistical Area (CSA) (HD2018),440,"Portland-Vancouver-Salem, OR-WA"
Combined Statistical Area (CSA) (HD2018),446,"Pullman-Moscow, WA-ID"
Combined Statistical Area (CSA) (HD2018),456,"Reno-Carson City-Fernley, NV"
Combined Statistical Area (CSA) (HD2018),482,"Salt Lake City-Provo-Orem, UT"
Combined Statistical Area (CSA) (HD2018),488,"San Jose-San Francisco-Oakland, CA"
Combined Statistical Area (CSA) (HD2018),496,"Savannah-Hinesville-Statesboro, GA"
Combined Statistical Area (CSA) (HD2018),500,"Seattle-Tacoma, WA"
Combined Statistical Area (CSA) (HD2018),515,"South Bend-Elkhart-Mishawaka, IN-MI"
Combined Statistical Area (CSA) (HD2018),534,"Toledo-Port Clinton, OH"
Combined Statistical Area (CSA) (HD2018),536,"Tucson-Nogales, AZ"
Combined Statistical Area (CSA) (HD2018),538,"Tulsa-Muskogee-Bartlesville, OK"
Combined Statistical Area (CSA) (HD2018),545,"Virginia Beach-Norfolk, VA-NC"
Combined Statistical Area (CSA) (HD2018),548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Combined Statistical Area (CSA) (HD2018),556,"Wichita-Arkansas City-Winfield, KS"
Combined Statistical Area (CSA) (HD2018),-2,Not applicable
New England City and Town Area (NECTA) (HD2018),-2,Not applicable
Fips County code (HD2018),1073,"Jefferson County, AL"
Fips County code (HD2018),1081,"Lee County, AL"
Fips County code (HD2018),1097,"Mobile County, AL"
Fips County code (HD2018),1109,"Pike County, AL"
Fips County code (HD2018),1125,"Tuscaloosa County, AL"
Fips County code (HD2018),4013,"Maricopa County, AZ"
Fips County code (HD2018),4019,"Pima County, AZ"
Fips County code (HD2018),5031,"Craighead County, AR"
Fips County code (HD2018),5119,"Pulaski County, AR"
Fips County code (HD2018),5143,"Washington County, AR"
Fips County code (HD2018),6001,"Alameda County, CA"
Fips County code (HD2018),6019,"Fresno County, CA"
Fips County code (HD2018),6037,"Los Angeles County, CA"
Fips County code (HD2018),6073,"San Diego County, CA"
Fips County code (HD2018),6085,"Santa Clara County, CA"
Fips County code (HD2018),8013,"Boulder County, CO"
Fips County code (HD2018),8041,"El Paso County, CO"
Fips County code (HD2018),8069,"Larimer County, CO"
Fips County code (HD2018),12001,"Alachua County, FL"
Fips County code (HD2018),12057,"Hillsborough County, FL"
Fips County code (HD2018),12086,"Miami-Dade County, FL"
Fips County code (HD2018),12095,"Orange County, FL"
Fips County code (HD2018),12099,"Palm Beach County, FL"
Fips County code (HD2018),13031,"Bulloch County, GA"
Fips County code (HD2018),13059,"Clarke County, GA"
Fips County code (HD2018),13121,"Fulton County, GA"
Fips County code (HD2018),16001,"Ada County, ID"
Fips County code (HD2018),17019,"Champaign County, IL"
Fips County code (HD2018),17031,"Cook County, IL"
Fips County code (HD2018),17037,"DeKalb County, IL"
Fips County code (HD2018),18035,"Delaware County, IN"
Fips County code (HD2018),18105,"Monroe County, IN"
Fips County code (HD2018),18141,"St. Joseph County, IN"
Fips County code (HD2018),18157,"Tippecanoe County, IN"
Fips County code (HD2018),19103,"Johnson County, IA"
Fips County code (HD2018),19169,"Story County, IA"
Fips County code (HD2018),20045,"Douglas County, KS"
Fips County code (HD2018),20161,"Riley County, KS"
Fips County code (HD2018),20173,"Sedgwick County, KS"
Fips County code (HD2018),21067,"Fayette County, KY"
Fips County code (HD2018),21227,"Warren County, KY"
Fips County code (HD2018),22033,"East Baton Rouge Parish, LA"
Fips County code (HD2018),22055,"Lafayette Parish, LA"
Fips County code (HD2018),22061,"Lincoln Parish, LA"
Fips County code (HD2018),22071,"Orleans Parish, LA"
Fips County code (HD2018),22073,"Ouachita Parish, LA"
Fips County code (HD2018),24033,"Prince George's County, MD"
Fips County code (HD2018),26065,"Ingham County, MI"
Fips County code (HD2018),26073,"Isabella County, MI"
Fips County code (HD2018),26077,"Kalamazoo County, MI"
Fips County code (HD2018),26161,"Washtenaw County, MI"
Fips County code (HD2018),27053,"Hennepin County, MN"
Fips County code (HD2018),28035,"Forrest County, MS"
Fips County code (HD2018),28071,"Lafayette County, MS"
Fips County code (HD2018),28105,"Oktibbeha County, MS"
Fips County code (HD2018),29019,"Boone County, MO"
Fips County code (HD2018),31109,"Lancaster County, NE"
Fips County code (HD2018),32003,"Clark County, NV"
Fips County code (HD2018),32031,"Washoe County, NV"
Fips County code (HD2018),34023,"Middlesex County, NJ"
Fips County code (HD2018),35001,"Bernalillo County, NM"
Fips County code (HD2018),36029,"Erie County, NY"
Fips County code (HD2018),37119,"Mecklenburg County, NC"
Fips County code (HD2018),37147,"Pitt County, NC"
Fips County code (HD2018),37189,"Watauga County, NC"
Fips County code (HD2018),39009,"Athens County, OH"
Fips County code (HD2018),39017,"Butler County, OH"
Fips County code (HD2018),39049,"Franklin County, OH"
Fips County code (HD2018),39061,"Hamilton County, OH"
Fips County code (HD2018),39095,"Lucas County, OH"
Fips County code (HD2018),39133,"Portage County, OH"
Fips County code (HD2018),39153,"Summit County, OH"
Fips County code (HD2018),39173,"Wood County, OH"
Fips County code (HD2018),40027,"Cleveland County, OK"
Fips County code (HD2018),40119,"Payne County, OK"
Fips County code (HD2018),40143,"Tulsa County, OK"
Fips County code (HD2018),41003,"Benton County, OR"
Fips County code (HD2018),41039,"Lane County, OR"
Fips County code (HD2018),42101,"Philadelphia County, PA"
Fips County code (HD2018),45051,"Horry County, SC"
Fips County code (HD2018),45079,"Richland County, SC"
Fips County code (HD2018),47037,"Davidson County, TN"
Fips County code (HD2018),47093,"Knox County, TN"
Fips County code (HD2018),47149,"Rutherford County, TN"
Fips County code (HD2018),47157,"Shelby County, TN"
Fips County code (HD2018),48029,"Bexar County, TX"
Fips County code (HD2018),48041,"Brazos County, TX"
Fips County code (HD2018),48113,"Dallas County, TX"
Fips County code (HD2018),48121,"Denton County, TX"
Fips County code (HD2018),48141,"El Paso County, TX"
Fips County code (HD2018),48201,"Harris County, TX"
Fips County code (HD2018),48209,"Hays County, TX"
Fips County code (HD2018),48303,"Lubbock County, TX"
Fips County code (HD2018),48309,"McLennan County, TX"
Fips County code (HD2018),48439,"Tarrant County, TX"
Fips County code (HD2018),48453,"Travis County, TX"
Fips County code (HD2018),49005,"Cache County, UT"
Fips County code (HD2018),49035,"Salt Lake County, UT"
Fips County code (HD2018),51710,"Norfolk City, VA"
Fips County code (HD2018),53033,"King County, WA"
Fips County code (HD2018),53075,"Whitman County, WA"
Fips County code (HD2018),54011,"Cabell County, WV"
Fips County code (HD2018),54061,"Monongalia County, WV"
Fips County code (HD2018),55025,"Dane County, WI"
Fips County code (HD2018),56001,"Albany County, WY"
State and 114TH Congressional District ID (HD2018),101,"AL, District 01"
State and 114TH Congressional District ID (HD2018),102,"AL, District 02"
State and 114TH Congressional District ID (HD2018),103,"AL, District 03"
State and 114TH Congressional District ID (HD2018),107,"AL, District 07"
State and 114TH Congressional District ID (HD2018),403,"AZ, District 03"
State and 114TH Congressional District ID (HD2018),405,"AZ, District 05"
State and 114TH Congressional District ID (HD2018),407,"AZ, District 07"
State and 114TH Congressional District ID (HD2018),409,"AZ, District 09"
State and 114TH Congressional District ID (HD2018),501,"AR, District 01"
State and 114TH Congressional District ID (HD2018),502,"AR, District 02"
State and 114TH Congressional District ID (HD2018),503,"AR, District 03"
State and 114TH Congressional District ID (HD2018),609,"CA, District 09"
State and 114TH Congressional District ID (HD2018),613,"CA, District 13"
State and 114TH Congressional District ID (HD2018),614,"CA, District 14"
State and 114TH Congressional District ID (HD2018),616,"CA, District 16"
State and 114TH Congressional District ID (HD2018),618,"CA, District 18"
State and 114TH Congressional District ID (HD2018),619,"CA, District 19"
State and 114TH Congressional District ID (HD2018),621,"CA, District 21"
State and 114TH Congressional District ID (HD2018),622,"CA, District 22"
State and 114TH Congressional District ID (HD2018),630,"CA, District 30"
State and 114TH Congressional District ID (HD2018),633,"CA, District 33"
State and 114TH Congressional District ID (HD2018),637,"CA, District 37"
State and 114TH Congressional District ID (HD2018),653,"CA, District 53"
State and 114TH Congressional District ID (HD2018),802,"CO, District 02"
State and 114TH Congressional District ID (HD2018),804,"CO, District 04"
State and 114TH Congressional District ID (HD2018),805,"CO, District 05"
State and 114TH Congressional District ID (HD2018),1203,"FL, District 03"
State and 114TH Congressional District ID (HD2018),1206,"FL, District 06"
State and 114TH Congressional District ID (HD2018),1207,"FL, District 07"
State and 114TH Congressional District ID (HD2018),1211,"FL, District 11"
State and 114TH Congressional District ID (HD2018),1214,"FL, District 14"
State and 114TH Congressional District ID (HD2018),1215,"FL, District 15"
State and 114TH Congressional District ID (HD2018),1219,"FL, District 19"
State and 114TH Congressional District ID (HD2018),1221,"FL, District 21"
State and 114TH Congressional District ID (HD2018),1222,"FL, District 22"
State and 114TH Congressional District ID (HD2018),1224,"FL, District 24"
State and 114TH Congressional District ID (HD2018),1226,"FL, District 26"
State and 114TH Congressional District ID (HD2018),1305,"GA, District 05"
State and 114TH Congressional District ID (HD2018),1310,"GA, District 10"
State and 114TH Congressional District ID (HD2018),1312,"GA, District 12"
State and 114TH Congressional District ID (HD2018),1602,"ID, District 02"
State and 114TH Congressional District ID (HD2018),1709,"IL, District 09"
State and 114TH Congressional District ID (HD2018),1713,"IL, District 13"
State and 114TH Congressional District ID (HD2018),1714,"IL, District 14"
State and 114TH Congressional District ID (HD2018),1715,"IL, District 15"
State and 114TH Congressional District ID (HD2018),1716,"IL, District 16"
State and 114TH Congressional District ID (HD2018),1802,"IN, District 02"
State and 114TH Congressional District ID (HD2018),1804,"IN, District 04"
State and 114TH Congressional District ID (HD2018),1806,"IN, District 06"
State and 114TH Congressional District ID (HD2018),1809,"IN, District 09"
State and 114TH Congressional District ID (HD2018),1902,"IA, District 02"
State and 114TH Congressional District ID (HD2018),1904,"IA, District 04"
State and 114TH Congressional District ID (HD2018),2001,"KS, District 01"
State and 114TH Congressional District ID (HD2018),2002,"KS, District 02"
State and 114TH Congressional District ID (HD2018),2003,"KS, District 03"
State and 114TH Congressional District ID (HD2018),2004,"KS, District 04"
State and 114TH Congressional District ID (HD2018),2102,"KY, District 02"
State and 114TH Congressional District ID (HD2018),2106,"KY, District 06"
State and 114TH Congressional District ID (HD2018),2201,"LA, District 01"
State and 114TH Congressional District ID (HD2018),2202,"LA, District 02"
State and 114TH Congressional District ID (HD2018),2203,"LA, District 03"
State and 114TH Congressional District ID (HD2018),2205,"LA, District 05"
State and 114TH Congressional District ID (HD2018),2206,"LA, District 06"
State and 114TH Congressional District ID (HD2018),2405,"MD, District 05"
State and 114TH Congressional District ID (HD2018),2604,"MI, District 04"
State and 114TH Congressional District ID (HD2018),2606,"MI, District 06"
State and 114TH Congressional District ID (HD2018),2608,"MI, District 08"
State and 114TH Congressional District ID (HD2018),2612,"MI, District 12"
State and 114TH Congressional District ID (HD2018),2705,"MN, District 05"
State and 114TH Congressional District ID (HD2018),2801,"MS, District 01"
State and 114TH Congressional District ID (HD2018),2803,"MS, District 03"
State and 114TH Congressional District ID (HD2018),2804,"MS, District 04"
State and 114TH Congressional District ID (HD2018),2904,"MO, District 04"
State and 114TH Congressional District ID (HD2018),3101,"NE, District 01"
State and 114TH Congressional District ID (HD2018),3201,"NV, District 01"
State and 114TH Congressional District ID (HD2018),3202,"NV, District 02"
State and 114TH Congressional District ID (HD2018),3406,"NJ, District 06"
State and 114TH Congressional District ID (HD2018),3501,"NM, District 01"
State and 114TH Congressional District ID (HD2018),3626,"NY, District 26"
State and 114TH Congressional District ID (HD2018),3701,"NC, District 01"
State and 114TH Congressional District ID (HD2018),3703,"NC, District 03"
State and 114TH Congressional District ID (HD2018),3705,"NC, District 05"
State and 114TH Congressional District ID (HD2018),3708,"NC, District 08"
State and 114TH Congressional District ID (HD2018),3712,"NC, District 12"
State and 114TH Congressional District ID (HD2018),3901,"OH, District 01"
State and 114TH Congressional District ID (HD2018),3903,"OH, District 03"
State and 114TH Congressional District ID (HD2018),3905,"OH, District 05"
State and 114TH Congressional District ID (HD2018),3906,"OH, District 06"
State and 114TH Congressional District ID (HD2018),3908,"OH, District 08"
State and 114TH Congressional District ID (HD2018),3909,"OH, District 09"
State and 114TH Congressional District ID (HD2018),3913,"OH, District 13"
State and 114TH Congressional District ID (HD2018),3915,"OH, District 15"
State and 114TH Congressional District ID (HD2018),4001,"OK, District 01"
State and 114TH Congressional District ID (HD2018),4003,"OK, District 03"
State and 114TH Congressional District ID (HD2018),4004,"OK, District 04"
State and 114TH Congressional District ID (HD2018),4104,"OR, District 04"
State and 114TH Congressional District ID (HD2018),4105,"OR, District 05"
State and 114TH Congressional District ID (HD2018),4202,"PA, District 02"
State and 114TH Congressional District ID (HD2018),4501,"SC, District 01"
State and 114TH Congressional District ID (HD2018),4506,"SC, District 06"
State and 114TH Congressional District ID (HD2018),4507,"SC, District 07"
State and 114TH Congressional District ID (HD2018),4702,"TN, District 02"
State and 114TH Congressional District ID (HD2018),4704,"TN, District 04"
State and 114TH Congressional District ID (HD2018),4705,"TN, District 05"
State and 114TH Congressional District ID (HD2018),4706,"TN, District 06"
State and 114TH Congressional District ID (HD2018),4709,"TN, District 09"
State and 114TH Congressional District ID (HD2018),4802,"TX, District 02"
State and 114TH Congressional District ID (HD2018),4806,"TX, District 06"
State and 114TH Congressional District ID (HD2018),4807,"TX, District 07"
State and 114TH Congressional District ID (HD2018),4812,"TX, District 12"
State and 114TH Congressional District ID (HD2018),4816,"TX, District 16"
State and 114TH Congressional District ID (HD2018),4817,"TX, District 17"
State and 114TH Congressional District ID (HD2018),4818,"TX, District 18"
State and 114TH Congressional District ID (HD2018),4819,"TX, District 19"
State and 114TH Congressional District ID (HD2018),4820,"TX, District 20"
State and 114TH Congressional District ID (HD2018),4821,"TX, District 21"
State and 114TH Congressional District ID (HD2018),4823,"TX, District 23"
State and 114TH Congressional District ID (HD2018),4825,"TX, District 25"
State and 114TH Congressional District ID (HD2018),4826,"TX, District 26"
State and 114TH Congressional District ID (HD2018),4832,"TX, District 32"
State and 114TH Congressional District ID (HD2018),4835,"TX, District 35"
State and 114TH Congressional District ID (HD2018),4901,"UT, District 01"
State and 114TH Congressional District ID (HD2018),4902,"UT, District 02"
State and 114TH Congressional District ID (HD2018),5102,"VA, District 02"
State and 114TH Congressional District ID (HD2018),5103,"VA, District 03"
State and 114TH Congressional District ID (HD2018),5305,"WA, District 05"
State and 114TH Congressional District ID (HD2018),5307,"WA, District 07"
State and 114TH Congressional District ID (HD2018),5401,"WV, District 01"
State and 114TH Congressional District ID (HD2018),5403,"WV, District 03"
State and 114TH Congressional District ID (HD2018),5502,"WI, District 02"
State and 114TH Congressional District ID (HD2018),5600,"WY, District 00"
State abbreviation (HD2017),AL,Alabama
State abbreviation (HD2017),AZ,Arizona
State abbreviation (HD2017),AR,Arkansas
State abbreviation (HD2017),CA,California
State abbreviation (HD2017),CO,Colorado
State abbreviation (HD2017),FL,Florida
State abbreviation (HD2017),GA,Georgia
State abbreviation (HD2017),ID,Idaho
State abbreviation (HD2017),IL,Illinois
State abbreviation (HD2017),IN,Indiana
State abbreviation (HD2017),IA,Iowa
State abbreviation (HD2017),KS,Kansas
State abbreviation (HD2017),KY,Kentucky
State abbreviation (HD2017),LA,Louisiana
State abbreviation (HD2017),MD,Maryland
State abbreviation (HD2017),MI,Michigan
State abbreviation (HD2017),MN,Minnesota
State abbreviation (HD2017),MS,Mississippi
State abbreviation (HD2017),MO,Missouri
State abbreviation (HD2017),NE,Nebraska
State abbreviation (HD2017),NV,Nevada
State abbreviation (HD2017),NJ,New Jersey
State abbreviation (HD2017),NM,New Mexico
State abbreviation (HD2017),NY,New York
State abbreviation (HD2017),NC,North Carolina
State abbreviation (HD2017),OH,Ohio
State abbreviation (HD2017),OK,Oklahoma
State abbreviation (HD2017),OR,Oregon
State abbreviation (HD2017),PA,Pennsylvania
State abbreviation (HD2017),SC,South Carolina
State abbreviation (HD2017),TN,Tennessee
State abbreviation (HD2017),TX,Texas
State abbreviation (HD2017),UT,Utah
State abbreviation (HD2017),VA,Virginia
State abbreviation (HD2017),WA,Washington
State abbreviation (HD2017),WV,West Virginia
State abbreviation (HD2017),WI,Wisconsin
State abbreviation (HD2017),WY,Wyoming
Core Based Statistical Area (CBSA) (HD2017),10420,"Akron, OH"
Core Based Statistical Area (CBSA) (HD2017),10740,"Albuquerque, NM"
Core Based Statistical Area (CBSA) (HD2017),11180,"Ames, IA"
Core Based Statistical Area (CBSA) (HD2017),11460,"Ann Arbor, MI"
Core Based Statistical Area (CBSA) (HD2017),11900,"Athens, OH"
Core Based Statistical Area (CBSA) (HD2017),12020,"Athens-Clarke County, GA"
Core Based Statistical Area (CBSA) (HD2017),12060,"Atlanta-Sandy Springs-Roswell, GA"
Core Based Statistical Area (CBSA) (HD2017),12220,"Auburn-Opelika, AL"
Core Based Statistical Area (CBSA) (HD2017),12420,"Austin-Round Rock, TX"
Core Based Statistical Area (CBSA) (HD2017),12940,"Baton Rouge, LA"
Core Based Statistical Area (CBSA) (HD2017),13820,"Birmingham-Hoover, AL"
Core Based Statistical Area (CBSA) (HD2017),14020,"Bloomington, IN"
Core Based Statistical Area (CBSA) (HD2017),14260,"Boise City, ID"
Core Based Statistical Area (CBSA) (HD2017),14380,"Boone, NC"
Core Based Statistical Area (CBSA) (HD2017),14500,"Boulder, CO"
Core Based Statistical Area (CBSA) (HD2017),14540,"Bowling Green, KY"
Core Based Statistical Area (CBSA) (HD2017),15380,"Buffalo-Cheektowaga-Niagara Falls, NY"
Core Based Statistical Area (CBSA) (HD2017),16580,"Champaign-Urbana, IL"
Core Based Statistical Area (CBSA) (HD2017),16740,"Charlotte-Concord-Gastonia, NC-SC"
Core Based Statistical Area (CBSA) (HD2017),16980,"Chicago-Naperville-Elgin, IL-IN-WI"
Core Based Statistical Area (CBSA) (HD2017),17140,"Cincinnati, OH-KY-IN"
Core Based Statistical Area (CBSA) (HD2017),17780,"College Station-Bryan, TX"
Core Based Statistical Area (CBSA) (HD2017),17820,"Colorado Springs, CO"
Core Based Statistical Area (CBSA) (HD2017),17860,"Columbia, MO"
Core Based Statistical Area (CBSA) (HD2017),17900,"Columbia, SC"
